date,ingredient,sales
2024-07-26,Potato,102
2024-07-26,Rice,125
2024-07-26,Salt,49
2024-07-26,Spinach,59
2024-07-26,Sugar,58
2024-07-26,Tomato,149
2024-07-27,Basil,31
2024-07-27,Beef,148
2024-07-27,Bell Pepper,90
2024-07-27,Bread,106
2024-07-27,Broccoli,58
2024-07-27,Butter,80
2024-07-27,Cabbage,51
2024-07-27,Carrot,94
2024-07-27,Cheese,100
2024-07-27,Chicken,207
2024-07-27,Cilantro,35
2024-07-27,Eggs,140
2024-07-27,Fish,177
2024-07-27,Flour,75
2024-07-27,Garlic,35
2024-07-27,Ginger,18
2024-07-27,Lemon,51
2024-07-27,Lettuce,55
2024-07-27,Lime,33
2024-07-27,Milk,112
2024-07-27,Mushroom,68
2024-07-27,Oil,90
2024-07-27,Onion,106
2024-07-27,Pasta,91
2024-07-27,Potato,91
2024-07-27,Rice,109
2024-07-27,Salt,47
2024-07-27,Spinach,59
2024-07-27,Sugar,64
2024-07-27,Tomato,145
2024-07-28,Basil,33
2024-07-28,Beef,181
2024-07-28,Bell Pepper,79
2024-07-28,Bread,85
2024-07-28,Broccoli,62
2024-07-28,Butter,79
2024-07-28,Cabbage,55
2024-07-28,Carrot,87
2024-07-28,Cheese,109
2024-07-28,Chicken,190
2024-07-28,Cilantro,41
2024-07-28,Eggs,151
2024-07-28,Fish,153
2024-07-28,Flour,84
2024-07-28,Garlic,36
2024-07-28,Ginger,27
2024-07-28,Lemon,38
2024-07-28,Lettuce,75
2024-07-28,Lime,48
2024-07-28,Milk,115
2024-07-28,Mushroom,58
2024-07-28,Oil,99
2024-07-28,Onion,116
2024-07-28,Pasta,94
2024-07-28,Potato,87
2024-07-28,Rice,118
2024-07-28,Salt,43
2024-07-28,Spinach,47
2024-07-28,Sugar,57
2024-07-28,Tomato,131
2024-07-29,Basil,43
2024-07-29,Beef,152
2024-07-29,Bell Pepper,98
2024-07-29,Bread,121
2024-07-29,Broccoli,59
2024-07-29,Butter,98
2024-07-29,Cabbage,54
2024-07-29,Carrot,108
2024-07-29,Cheese,137
2024-07-29,Chicken,200
2024-07-29,Cilantro,48
2024-07-29,Eggs,178
2024-07-29,Fish,130
2024-07-29,Flour,89
2024-07-29,Garlic,55
2024-07-29,Ginger,42
2024-07-29,Lemon,68
2024-07-29,Lettuce,74
2024-07-29,Lime,55
2024-07-29,Milk,128
2024-07-29,Mushroom,78
2024-07-29,Oil,94
2024-07-29,Onion,114
2024-07-29,Pasta,113
2024-07-29,Potato,104
2024-07-29,Rice,101
2024-07-29,Salt,55
2024-07-29,Spinach,68
2024-07-29,Sugar,79
2024-07-29,Tomato,151
2024-07-30,Basil,60
2024-07-30,Beef,163
2024-07-30,Bell Pepper,94
2024-07-30,Bread,114
2024-07-30,Broccoli,83
2024-07-30,Butter,99
2024-07-30,Cabbage,73
2024-07-30,Carrot,103
2024-07-30,Cheese,149
2024-07-30,Chicken,208
2024-07-30,Cilantro,54
2024-07-30,Eggs,165
2024-07-30,Fish,157
2024-07-30,Flour,92
2024-07-30,Garlic,59
2024-07-30,Ginger,49
2024-07-30,Lemon,61
2024-07-30,Lettuce,99
2024-07-30,Lime,53
2024-07-30,Milk,129
2024-07-30,Mushroom,99
2024-07-30,Oil,93
2024-07-30,Onion,112
2024-07-30,Pasta,116
2024-07-30,Potato,95
2024-07-30,Rice,125
2024-07-30,Salt,82
2024-07-30,Spinach,63
2024-07-30,Sugar,63
2024-07-30,Tomato,135
2024-07-31,Basil,60
2024-07-31,Beef,211
2024-07-31,Bell Pepper,96
2024-07-31,Bread,128
2024-07-31,Broccoli,97
2024-07-31,Butter,117
2024-07-31,Cabbage,69
2024-07-31,Carrot,86
2024-07-31,Cheese,138
2024-07-31,Chicken,202
2024-07-31,Cilantro,60
2024-07-31,Eggs,166
2024-07-31,Fish,179
2024-07-31,Flour,107
2024-07-31,Garlic,60
2024-07-31,Ginger,56
2024-07-31,Lemon,68
2024-07-31,Lettuce,91
2024-07-31,Lime,66
2024-07-31,Milk,143
2024-07-31,Mushroom,96
2024-07-31,Oil,92
2024-07-31,Onion,125
2024-07-31,Pasta,110
2024-07-31,Potato,127
2024-07-31,Rice,146
2024-07-31,Salt,70
2024-07-31,Spinach,66
2024-07-31,Sugar,86
2024-07-31,Tomato,172
2024-08-01,Basil,33
2024-08-01,Beef,177
2024-08-01,Bell Pepper,73
2024-08-01,Bread,99
2024-08-01,Broccoli,66
2024-08-01,Butter,95
2024-08-01,Cabbage,58
2024-08-01,Carrot,84
2024-08-01,Cheese,149
2024-08-01,Chicken,169
2024-08-01,Cilantro,50
2024-08-01,Eggs,143
2024-08-01,Fish,143
2024-08-01,Flour,87
2024-08-01,Garlic,51
2024-08-01,Ginger,44
2024-08-01,Lemon,52
2024-08-01,Lettuce,80
2024-08-01,Lime,46
2024-08-01,Milk,131
2024-08-01,Mushroom,71
2024-08-01,Oil,92
2024-08-01,Onion,95
2024-08-01,Pasta,101
2024-08-01,Potato,113
2024-08-01,Rice,109
2024-08-01,Salt,49
2024-08-01,Spinach,73
2024-08-01,Sugar,71
2024-08-01,Tomato,144
2024-08-02,Basil,27
2024-08-02,Beef,152
2024-08-02,Bell Pepper,89
2024-08-02,Bread,98
2024-08-02,Broccoli,58
2024-08-02,Butter,82
2024-08-02,Cabbage,42
2024-08-02,Carrot,102
2024-08-02,Cheese,145
2024-08-02,Chicken,178
2024-08-02,Cilantro,34
2024-08-02,Eggs,103
2024-08-02,Fish,115
2024-08-02,Flour,60
2024-08-02,Garlic,38
2024-08-02,Ginger,26
2024-08-02,Lemon,34
2024-08-02,Lettuce,64
2024-08-02,Lime,41
2024-08-02,Milk,125
2024-08-02,Mushroom,43
2024-08-02,Oil,81
2024-08-02,Onion,90
2024-08-02,Pasta,97
2024-08-02,Potato,107
2024-08-02,Rice,96
2024-08-02,Salt,42
2024-08-02,Spinach,49
2024-08-02,Sugar,40
2024-08-02,Tomato,143
2024-08-03,Basil,25
2024-08-03,Beef,175
2024-08-03,Bell Pepper,60
2024-08-03,Bread,80
2024-08-03,Broccoli,44
2024-08-03,Butter,58
2024-08-03,Cabbage,33
2024-08-03,Carrot,91
2024-08-03,Cheese,107
2024-08-03,Chicken,181
2024-08-03,Cilantro,29
2024-08-03,Eggs,119
2024-08-03,Fish,126
2024-08-03,Flour,71
2024-08-03,Garlic,24
2024-08-03,Ginger,24
2024-08-03,Lemon,31
2024-08-03,Lettuce,56
2024-08-03,Lime,34
2024-08-03,Milk,100
2024-08-03,Mushroom,51
2024-08-03,Oil,73
2024-08-03,Onion,103
2024-08-03,Pasta,56
2024-08-03,Potato,71
2024-08-03,Rice,108
2024-08-03,Salt,47
2024-08-03,Spinach,40
2024-08-03,Sugar,48
2024-08-03,Tomato,135
2024-08-04,Basil,32
2024-08-04,Beef,123
2024-08-04,Bell Pepper,65
2024-08-04,Bread,86
2024-08-04,Broccoli,64
2024-08-04,Butter,94
2024-08-04,Cabbage,41
2024-08-04,Carrot,68
2024-08-04,Cheese,125
2024-08-04,Chicken,208
2024-08-04,Cilantro,34
2024-08-04,Eggs,127
2024-08-04,Fish,146
2024-08-04,Flour,74
2024-08-04,Garlic,28
2024-08-04,Ginger,25
2024-08-04,Lemon,44
2024-08-04,Lettuce,72
2024-08-04,Lime,33
2024-08-04,Milk,106
2024-08-04,Mushroom,62
2024-08-04,Oil,66
2024-08-04,Onion,109
2024-08-04,Pasta,69
2024-08-04,Potato,106
2024-08-04,Rice,99
2024-08-04,Salt,51
2024-08-04,Spinach,52
2024-08-04,Sugar,44
2024-08-04,Tomato,155
2024-08-05,Basil,45
2024-08-05,Beef,188
2024-08-05,Bell Pepper,75
2024-08-05,Bread,98
2024-08-05,Broccoli,69
2024-08-05,Butter,76
2024-08-05,Cabbage,63
2024-08-05,Carrot,94
2024-08-05,Cheese,92
2024-08-05,Chicken,200
2024-08-05,Cilantro,41
2024-08-05,Eggs,150
2024-08-05,Fish,137
2024-08-05,Flour,84
2024-08-05,Garlic,49
2024-08-05,Ginger,34
2024-08-05,Lemon,45
2024-08-05,Lettuce,72
2024-08-05,Lime,43
2024-08-05,Milk,112
2024-08-05,Mushroom,67
2024-08-05,Oil,92
2024-08-05,Onion,132
2024-08-05,Pasta,106
2024-08-05,Potato,96
2024-08-05,Rice,122
2024-08-05,Salt,46
2024-08-05,Spinach,62
2024-08-05,Sugar,58
2024-08-05,Tomato,127
2024-08-06,Basil,48
2024-08-06,Beef,132
2024-08-06,Bell Pepper,75
2024-08-06,Bread,109
2024-08-06,Broccoli,78
2024-08-06,Butter,88
2024-08-06,Cabbage,52
2024-08-06,Carrot,93
2024-08-06,Cheese,146
2024-08-06,Chicken,214
2024-08-06,Cilantro,52
2024-08-06,Eggs,180
2024-08-06,Fish,159
2024-08-06,Flour,80
2024-08-06,Garlic,50
2024-08-06,Ginger,36
2024-08-06,Lemon,56
2024-08-06,Lettuce,91
2024-08-06,Lime,56
2024-08-06,Milk,152
2024-08-06,Mushroom,69
2024-08-06,Oil,111
2024-08-06,Onion,120
2024-08-06,Pasta,117
2024-08-06,Potato,113
2024-08-06,Rice,130
2024-08-06,Salt,71
2024-08-06,Spinach,66
2024-08-06,Sugar,73
2024-08-06,Tomato,172
2024-08-07,Basil,49
2024-08-07,Beef,159
2024-08-07,Bell Pepper,114
2024-08-07,Bread,108
2024-08-07,Broccoli,81
2024-08-07,Butter,105
2024-08-07,Cabbage,60
2024-08-07,Carrot,93
2024-08-07,Cheese,146
2024-08-07,Chicken,168
2024-08-07,Cilantro,53
2024-08-07,Eggs,167
2024-08-07,Fish,151
2024-08-07,Flour,75
2024-08-07,Garlic,63
2024-08-07,Ginger,45
2024-08-07,Lemon,68
2024-08-07,Lettuce,81
2024-08-07,Lime,50
2024-08-07,Milk,139
2024-08-07,Mushroom,72
2024-08-07,Oil,88
2024-08-07,Onion,143
2024-08-07,Pasta,98
2024-08-07,Potato,94
2024-08-07,Rice,140
2024-08-07,Salt,61
2024-08-07,Spinach,65
2024-08-07,Sugar,61
2024-08-07,Tomato,181
2024-08-08,Basil,36
2024-08-08,Beef,178
2024-08-08,Bell Pepper,96
2024-08-08,Bread,112
2024-08-08,Broccoli,72
2024-08-08,Butter,72
2024-08-08,Cabbage,52
2024-08-08,Carrot,99
2024-08-08,Cheese,125
2024-08-08,Chicken,202
2024-08-08,Cilantro,52
2024-08-08,Eggs,172
2024-08-08,Fish,129
2024-08-08,Flour,102
2024-08-08,Garlic,52
2024-08-08,Ginger,38
2024-08-08,Lemon,59
2024-08-08,Lettuce,97
2024-08-08,Lime,41
2024-08-08,Milk,125
2024-08-08,Mushroom,50
2024-08-08,Oil,95
2024-08-08,Onion,122
2024-08-08,Pasta,97
2024-08-08,Potato,101
2024-08-08,Rice,92
2024-08-08,Salt,60
2024-08-08,Spinach,73
2024-08-08,Sugar,63
2024-08-08,Tomato,155
2024-08-09,Basil,25
2024-08-09,Beef,175
2024-08-09,Bell Pepper,73
2024-08-09,Bread,88
2024-08-09,Broccoli,57
2024-08-09,Butter,73
2024-08-09,Cabbage,50
2024-08-09,Carrot,73
2024-08-09,Cheese,120
2024-08-09,Chicken,187
2024-08-09,Cilantro,32
2024-08-09,Eggs,175
2024-08-09,Fish,125
2024-08-09,Flour,66
2024-08-09,Garlic,32
2024-08-09,Ginger,35
2024-08-09,Lemon,46
2024-08-09,Lettuce,59
2024-08-09,Lime,44
2024-08-09,Milk,121
2024-08-09,Mushroom,59
2024-08-09,Oil,79
2024-08-09,Onion,98
2024-08-09,Pasta,91
2024-08-09,Potato,92
2024-08-09,Rice,129
2024-08-09,Salt,39
2024-08-09,Spinach,63
2024-08-09,Sugar,56
2024-08-09,Tomato,142
2024-08-10,Basil,30
2024-08-10,Beef,146
2024-08-10,Bell Pepper,79
2024-08-10,Bread,57
2024-08-10,Broccoli,50
2024-08-10,Butter,59
2024-08-10,Cabbage,33
2024-08-10,Carrot,78
2024-08-10,Cheese,122
2024-08-10,Chicken,193
2024-08-10,Cilantro,33
2024-08-10,Eggs,129
2024-08-10,Fish,134
2024-08-10,Flour,67
2024-08-10,Garlic,36
2024-08-10,Ginger,24
2024-08-10,Lemon,36
2024-08-10,Lettuce,53
2024-08-10,Lime,28
2024-08-10,Milk,101
2024-08-10,Mushroom,48
2024-08-10,Oil,79
2024-08-10,Onion,110
2024-08-10,Pasta,80
2024-08-10,Potato,92
2024-08-10,Rice,102
2024-08-10,Salt,37
2024-08-10,Spinach,40
2024-08-10,Sugar,37
2024-08-10,Tomato,120
2024-08-11,Basil,31
2024-08-11,Beef,147
2024-08-11,Bell Pepper,71
2024-08-11,Bread,95
2024-08-11,Broccoli,63
2024-08-11,Butter,60
2024-08-11,Cabbage,49
2024-08-11,Carrot,95
2024-08-11,Cheese,103
2024-08-11,Chicken,164
2024-08-11,Cilantro,40
2024-08-11,Eggs,140
2024-08-11,Fish,97
2024-08-11,Flour,55
2024-08-11,Garlic,32
2024-08-11,Ginger,18
2024-08-11,Lemon,36
2024-08-11,Lettuce,63
2024-08-11,Lime,42
2024-08-11,Milk,107
2024-08-11,Mushroom,61
2024-08-11,Oil,93
2024-08-11,Onion,121
2024-08-11,Pasta,86
2024-08-11,Potato,71
2024-08-11,Rice,108
2024-08-11,Salt,49
2024-08-11,Spinach,48
2024-08-11,Sugar,66
2024-08-11,Tomato,147
2024-08-12,Basil,40
2024-08-12,Beef,192
2024-08-12,Bell Pepper,86
2024-08-12,Bread,74
2024-08-12,Broccoli,64
2024-08-12,Butter,94
2024-08-12,Cabbage,47
2024-08-12,Carrot,90
2024-08-12,Cheese,116
2024-08-12,Chicken,229
2024-08-12,Cilantro,52
2024-08-12,Eggs,137
2024-08-12,Fish,145
2024-08-12,Flour,71
2024-08-12,Garlic,46
2024-08-12,Ginger,35
2024-08-12,Lemon,52
2024-08-12,Lettuce,75
2024-08-12,Lime,59
2024-08-12,Milk,109
2024-08-12,Mushroom,50
2024-08-12,Oil,84
2024-08-12,Onion,93
2024-08-12,Pasta,77
2024-08-12,Potato,92
2024-08-12,Rice,101
2024-08-12,Salt,46
2024-08-12,Spinach,61
2024-08-12,Sugar,58
2024-08-12,Tomato,140
2024-08-13,Basil,51
2024-08-13,Beef,167
2024-08-13,Bell Pepper,89
2024-08-13,Bread,115
2024-08-13,Broccoli,62
2024-08-13,Butter,69
2024-08-13,Cabbage,64
2024-08-13,Carrot,107
2024-08-13,Cheese,170
2024-08-13,Chicken,206
2024-08-13,Cilantro,57
2024-08-13,Eggs,158
2024-08-13,Fish,157
2024-08-13,Flour,102
2024-08-13,Garlic,40
2024-08-13,Ginger,44
2024-08-13,Lemon,70
2024-08-13,Lettuce,84
2024-08-13,Lime,62
2024-08-13,Milk,124
2024-08-13,Mushroom,71
2024-08-13,Oil,97
2024-08-13,Onion,95
2024-08-13,Pasta,90
2024-08-13,Potato,100
2024-08-13,Rice,132
2024-08-13,Salt,67
2024-08-13,Spinach,69
2024-08-13,Sugar,78
2024-08-13,Tomato,149
2024-08-14,Basil,55
2024-08-14,Beef,184
2024-08-14,Bell Pepper,95
2024-08-14,Bread,111
2024-08-14,Broccoli,85
2024-08-14,Butter,90
2024-08-14,Cabbage,70
2024-08-14,Carrot,92
2024-08-14,Cheese,127
2024-08-14,Chicken,219
2024-08-14,Cilantro,54
2024-08-14,Eggs,156
2024-08-14,Fish,169
2024-08-14,Flour,84
2024-08-14,Garlic,53
2024-08-14,Ginger,50
2024-08-14,Lemon,68
2024-08-14,Lettuce,97
2024-08-14,Lime,53
2024-08-14,Milk,152
2024-08-14,Mushroom,67
2024-08-14,Oil,90
2024-08-14,Onion,95
2024-08-14,Pasta,122
2024-08-14,Potato,105
2024-08-14,Rice,122
2024-08-14,Salt,58
2024-08-14,Spinach,74
2024-08-14,Sugar,71
2024-08-14,Tomato,134
2024-08-15,Basil,45
2024-08-15,Beef,151
2024-08-15,Bell Pepper,80
2024-08-15,Bread,83
2024-08-15,Broccoli,62
2024-08-15,Butter,89
2024-08-15,Cabbage,45
2024-08-15,Carrot,82
2024-08-15,Cheese,136
2024-08-15,Chicken,187
2024-08-15,Cilantro,59
2024-08-15,Eggs,186
2024-08-15,Fish,135
2024-08-15,Flour,88
2024-08-15,Garlic,52
2024-08-15,Ginger,35
2024-08-15,Lemon,44
2024-08-15,Lettuce,77
2024-08-15,Lime,48
2024-08-15,Milk,123
2024-08-15,Mushroom,71
2024-08-15,Oil,86
2024-08-15,Onion,104
2024-08-15,Pasta,99
2024-08-15,Potato,113
2024-08-15,Rice,103
2024-08-15,Salt,63
2024-08-15,Spinach,51
2024-08-15,Sugar,63
2024-08-15,Tomato,144
2024-08-16,Basil,29
2024-08-16,Beef,156
2024-08-16,Bell Pepper,95
2024-08-16,Bread,87
2024-08-16,Broccoli,82
2024-08-16,Butter,81
2024-08-16,Cabbage,48
2024-08-16,Carrot,92
2024-08-16,Cheese,162
2024-08-16,Chicken,167
2024-08-16,Cilantro,32
2024-08-16,Eggs,134
2024-08-16,Fish,138
2024-08-16,Flour,57
2024-08-16,Garlic,38
2024-08-16,Ginger,35
2024-08-16,Lemon,43
2024-08-16,Lettuce,64
2024-08-16,Lime,35
2024-08-16,Milk,130
2024-08-16,Mushroom,51
2024-08-16,Oil,101
2024-08-16,Onion,132
2024-08-16,Pasta,90
2024-08-16,Potato,98
2024-08-16,Rice,120
2024-08-16,Salt,54
2024-08-16,Spinach,47
2024-08-16,Sugar,53
2024-08-16,Tomato,117
2024-08-17,Basil,28
2024-08-17,Beef,170
2024-08-17,Bell Pepper,58
2024-08-17,Bread,82
2024-08-17,Broccoli,45
2024-08-17,Butter,59
2024-08-17,Cabbage,44
2024-08-17,Carrot,73
2024-08-17,Cheese,112
2024-08-17,Chicken,145
2024-08-17,Cilantro,32
2024-08-17,Eggs,139
2024-08-17,Fish,117
2024-08-17,Flour,64
2024-08-17,Garlic,32
2024-08-17,Ginger,17
2024-08-17,Lemon,27
2024-08-17,Lettuce,75
2024-08-17,Lime,28
2024-08-17,Milk,108
2024-08-17,Mushroom,58
2024-08-17,Oil,111
2024-08-17,Onion,86
2024-08-17,Pasta,86
2024-08-17,Potato,84
2024-08-17,Rice,94
2024-08-17,Salt,36
2024-08-17,Spinach,38
2024-08-17,Sugar,50
2024-08-17,Tomato,108
2024-08-18,Basil,33
2024-08-18,Beef,161
2024-08-18,Bell Pepper,77
2024-08-18,Bread,84
2024-08-18,Broccoli,56
2024-08-18,Butter,73
2024-08-18,Cabbage,36
2024-08-18,Carrot,79
2024-08-18,Cheese,107
2024-08-18,Chicken,163
2024-08-18,Cilantro,22
2024-08-18,Eggs,164
2024-08-18,Fish,120
2024-08-18,Flour,78
2024-08-18,Garlic,39
2024-08-18,Ginger,18
2024-08-18,Lemon,32
2024-08-18,Lettuce,84
2024-08-18,Lime,44
2024-08-18,Milk,111
2024-08-18,Mushroom,55
2024-08-18,Oil,72
2024-08-18,Onion,109
2024-08-18,Pasta,76
2024-08-18,Potato,71
2024-08-18,Rice,86
2024-08-18,Salt,43
2024-08-18,Spinach,40
2024-08-18,Sugar,52
2024-08-18,Tomato,117
2024-08-19,Basil,34
2024-08-19,Beef,188
2024-08-19,Bell Pepper,85
2024-08-19,Bread,102
2024-08-19,Broccoli,75
2024-08-19,Butter,87
2024-08-19,Cabbage,62
2024-08-19,Carrot,87
2024-08-19,Cheese,125
2024-08-19,Chicken,166
2024-08-19,Cilantro,41
2024-08-19,Eggs,167
2024-08-19,Fish,163
2024-08-19,Flour,86
2024-08-19,Garlic,33
2024-08-19,Ginger,37
2024-08-19,Lemon,37
2024-08-19,Lettuce,80
2024-08-19,Lime,41
2024-08-19,Milk,133
2024-08-19,Mushroom,52
2024-08-19,Oil,99
2024-08-19,Onion,95
2024-08-19,Pasta,86
2024-08-19,Potato,92
2024-08-19,Rice,90
2024-08-19,Salt,53
2024-08-19,Spinach,70
2024-08-19,Sugar,82
2024-08-19,Tomato,144
2024-08-20,Basil,53
2024-08-20,Beef,186
2024-08-20,Bell Pepper,97
2024-08-20,Bread,107
2024-08-20,Broccoli,79
2024-08-20,Butter,97
2024-08-20,Cabbage,58
2024-08-20,Carrot,101
2024-08-20,Cheese,140
2024-08-20,Chicken,219
2024-08-20,Cilantro,47
2024-08-20,Eggs,160
2024-08-20,Fish,182
2024-08-20,Flour,97
2024-08-20,Garlic,59
2024-08-20,Ginger,42
2024-08-20,Lemon,59
2024-08-20,Lettuce,90
2024-08-20,Lime,61
2024-08-20,Milk,106
2024-08-20,Mushroom,62
2024-08-20,Oil,110
2024-08-20,Onion,119
2024-08-20,Pasta,95
2024-08-20,Potato,98
2024-08-20,Rice,115
2024-08-20,Salt,53
2024-08-20,Spinach,82
2024-08-20,Sugar,71
2024-08-20,Tomato,151
2024-08-21,Basil,52
2024-08-21,Beef,202
2024-08-21,Bell Pepper,103
2024-08-21,Bread,126
2024-08-21,Broccoli,75
2024-08-21,Butter,91
2024-08-21,Cabbage,69
2024-08-21,Carrot,98
2024-08-21,Cheese,143
2024-08-21,Chicken,213
2024-08-21,Cilantro,59
2024-08-21,Eggs,134
2024-08-21,Fish,166
2024-08-21,Flour,87
2024-08-21,Garlic,58
2024-08-21,Ginger,48
2024-08-21,Lemon,69
2024-08-21,Lettuce,95
2024-08-21,Lime,62
2024-08-21,Milk,155
2024-08-21,Mushroom,76
2024-08-21,Oil,100
2024-08-21,Onion,135
2024-08-21,Pasta,112
2024-08-21,Potato,112
2024-08-21,Rice,129
2024-08-21,Salt,64
2024-08-21,Spinach,64
2024-08-21,Sugar,83
2024-08-21,Tomato,155
2024-08-22,Basil,53
2024-08-22,Beef,147
2024-08-22,Bell Pepper,82
2024-08-22,Bread,107
2024-08-22,Broccoli,82
2024-08-22,Butter,91
2024-08-22,Cabbage,60
2024-08-22,Carrot,86
2024-08-22,Cheese,120
2024-08-22,Chicken,205
2024-08-22,Cilantro,41
2024-08-22,Eggs,148
2024-08-22,Fish,156
2024-08-22,Flour,74
2024-08-22,Garlic,57
2024-08-22,Ginger,43
2024-08-22,Lemon,43
2024-08-22,Lettuce,69
2024-08-22,Lime,36
2024-08-22,Milk,118
2024-08-22,Mushroom,73
2024-08-22,Oil,89
2024-08-22,Onion,124
2024-08-22,Pasta,82
2024-08-22,Potato,118
2024-08-22,Rice,111
2024-08-22,Salt,58
2024-08-22,Spinach,62
2024-08-22,Sugar,58
2024-08-22,Tomato,130
2024-08-23,Basil,37
2024-08-23,Beef,174
2024-08-23,Bell Pepper,87
2024-08-23,Bread,100
2024-08-23,Broccoli,64
2024-08-23,Butter,61
2024-08-23,Cabbage,46
2024-08-23,Carrot,87
2024-08-23,Cheese,154
2024-08-23,Chicken,202
2024-08-23,Cilantro,46
2024-08-23,Eggs,156
2024-08-23,Fish,127
2024-08-23,Flour,73
2024-08-23,Garlic,39
2024-08-23,Ginger,23
2024-08-23,Lemon,40
2024-08-23,Lettuce,65
2024-08-23,Lime,47
2024-08-23,Milk,90
2024-08-23,Mushroom,66
2024-08-23,Oil,73
2024-08-23,Onion,91
2024-08-23,Pasta,100
2024-08-23,Potato,107
2024-08-23,Rice,123
2024-08-23,Salt,52
2024-08-23,Spinach,67
2024-08-23,Sugar,61
2024-08-23,Tomato,135
2024-08-24,Basil,28
2024-08-24,Beef,180
2024-08-24,Bell Pepper,63
2024-08-24,Bread,80
2024-08-24,Broccoli,54
2024-08-24,Butter,48
2024-08-24,Cabbage,42
2024-08-24,Carrot,61
2024-08-24,Cheese,117
2024-08-24,Chicken,196
2024-08-24,Cilantro,29
2024-08-24,Eggs,167
2024-08-24,Fish,106
2024-08-24,Flour,76
2024-08-24,Garlic,35
2024-08-24,Ginger,13
2024-08-24,Lemon,52
2024-08-24,Lettuce,60
2024-08-24,Lime,27
2024-08-24,Milk,90
2024-08-24,Mushroom,49
2024-08-24,Oil,75
2024-08-24,Onion,102
2024-08-24,Pasta,78
2024-08-24,Potato,99
2024-08-24,Rice,96
2024-08-24,Salt,28
2024-08-24,Spinach,45
2024-08-24,Sugar,33
2024-08-24,Tomato,136
2024-08-25,Basil,24
2024-08-25,Beef,163
2024-08-25,Bell Pepper,85
2024-08-25,Bread,79
2024-08-25,Broccoli,67
2024-08-25,Butter,66
2024-08-25,Cabbage,54
2024-08-25,Carrot,79
2024-08-25,Cheese,107
2024-08-25,Chicken,195
2024-08-25,Cilantro,31
2024-08-25,Eggs,128
2024-08-25,Fish,124
2024-08-25,Flour,68
2024-08-25,Garlic,41
2024-08-25,Ginger,15
2024-08-25,Lemon,38
2024-08-25,Lettuce,68
2024-08-25,Lime,35
2024-08-25,Milk,129
2024-08-25,Mushroom,52
2024-08-25,Oil,77
2024-08-25,Onion,111
2024-08-25,Pasta,84
2024-08-25,Potato,90
2024-08-25,Rice,109
2024-08-25,Salt,39
2024-08-25,Spinach,44
2024-08-25,Sugar,49
2024-08-25,Tomato,154
2024-08-26,Basil,22
2024-08-26,Beef,179
2024-08-26,Bell Pepper,83
2024-08-26,Bread,83
2024-08-26,Broccoli,70
2024-08-26,Butter,87
2024-08-26,Cabbage,56
2024-08-26,Carrot,65
2024-08-26,Cheese,151
2024-08-26,Chicken,178
2024-08-26,Cilantro,47
2024-08-26,Eggs,164
2024-08-26,Fish,130
2024-08-26,Flour,83
2024-08-26,Garlic,41
2024-08-26,Ginger,23
2024-08-26,Lemon,55
2024-08-26,Lettuce,66
2024-08-26,Lime,39
2024-08-26,Milk,118
2024-08-26,Mushroom,64
2024-08-26,Oil,87
2024-08-26,Onion,120
2024-08-26,Pasta,79
2024-08-26,Potato,95
2024-08-26,Rice,111
2024-08-26,Salt,64
2024-08-26,Spinach,57
2024-08-26,Sugar,70
2024-08-26,Tomato,143
2024-08-27,Basil,45
2024-08-27,Beef,177
2024-08-27,Bell Pepper,90
2024-08-27,Bread,118
2024-08-27,Broccoli,88
2024-08-27,Butter,95
2024-08-27,Cabbage,69
2024-08-27,Carrot,92
2024-08-27,Cheese,135
2024-08-27,Chicken,188
2024-08-27,Cilantro,54
2024-08-27,Eggs,155
2024-08-27,Fish,164
2024-08-27,Flour,79
2024-08-27,Garlic,52
2024-08-27,Ginger,45
2024-08-27,Lemon,45
2024-08-27,Lettuce,99
2024-08-27,Lime,51
2024-08-27,Milk,105
2024-08-27,Mushroom,73
2024-08-27,Oil,98
2024-08-27,Onion,121
2024-08-27,Pasta,113
2024-08-27,Potato,122
2024-08-27,Rice,125
2024-08-27,Salt,65
2024-08-27,Spinach,66
2024-08-27,Sugar,85
2024-08-27,Tomato,129
2024-08-28,Basil,50
2024-08-28,Beef,185
2024-08-28,Bell Pepper,102
2024-08-28,Bread,104
2024-08-28,Broccoli,66
2024-08-28,Butter,96
2024-08-28,Cabbage,66
2024-08-28,Carrot,119
2024-08-28,Cheese,125
2024-08-28,Chicken,228
2024-08-28,Cilantro,68
2024-08-28,Eggs,157
2024-08-28,Fish,135
2024-08-28,Flour,86
2024-08-28,Garlic,54
2024-08-28,Ginger,47
2024-08-28,Lemon,56
2024-08-28,Lettuce,97
2024-08-28,Lime,49
2024-08-28,Milk,112
2024-08-28,Mushroom,82
2024-08-28,Oil,77
2024-08-28,Onion,122
2024-08-28,Pasta,137
2024-08-28,Potato,115
2024-08-28,Rice,110
2024-08-28,Salt,64
2024-08-28,Spinach,69
2024-08-28,Sugar,75
2024-08-28,Tomato,165
2024-08-29,Basil,38
2024-08-29,Beef,208
2024-08-29,Bell Pepper,90
2024-08-29,Bread,115
2024-08-29,Broccoli,68
2024-08-29,Butter,100
2024-08-29,Cabbage,56
2024-08-29,Carrot,100
2024-08-29,Cheese,123
2024-08-29,Chicken,178
2024-08-29,Cilantro,52
2024-08-29,Eggs,149
2024-08-29,Fish,135
2024-08-29,Flour,77
2024-08-29,Garlic,52
